customer_experience,NPS,date,primary_category
"Axon is a good company, especially for TASER and Evidence.com. I like that they are getting involved with RMS and CAD but there are other companies that are dedicating more effort / resources into those services. Axon could be better if they put more resources into developing a smart-phone-friendly RMS/CAD system designed to work better from a phone. Axon does not currently have an app that connects to RMS/CAD - you have to use an internet browser. This is an improvement that should be made to keep Axon competitive with other companies that have had that technology for years.",5,3/1/2022,Product
"Customer service has gone down hill.  What used to get done in a day or two, now takes months.",5,3/1/2022,Customer Service
"problems with Cradlepoint routers, and rear cameras failing",6,3/1/2022,Product
Expensive..  Additional license costs for command and others to view our video is excessive.,4,3/1/2022,Cost
"While the technology his state of the art to this point, the customer service and communication is disappointing.  The lack of communication when returning and item for repair or replacement is little to none.  There's been no communication on our package order for our department, to the point of letting us know what we should be expecting and what hasn't shipped yet.",5,3/1/2022,Sales
"Axon is always a step beyond their competitors and lately have been a few steps ahead with the addition of VR, Standards/Record keeping/reporting program, and hopefully a functioning CAD system.  E.com is very user friendly.  There are still a few quirks to workout with our BWC program.",8,3/1/2022,Product
"Would be higher if the mobile app supported high speed scrubbing and if tilting your phone from one angle to another didn't start tthe video from the beginning. Also, BWC battery life is an issue working 12+ hour shift if there is any major event that happens during the day.",7,3/1/2022,Product
you have a monopoly on these type of products and keep trying to sell upgrades instead of continued support of your older products.,3,3/1/2022,Product
Company has put profit over customer service.,0,3/1/2022,Customer Service
The customer service portion is terrible.  I've called several times regarding getting replacement equipment or questions regarding an invoice.  I've been forwarded to answering machines and have never received calls back.  Terrible service,2,2/28/2022,Customer Service
I like the equipment but have been trying to reach someone about adding licenses to my account. I spoke to someone there but I believe that they were with the taxer division and said they would forward the message. I have not heard from anyone.,7,2/28/2022,Sales
"First off, please do not think obtaining a lower score than a 10 or 9 as a reflection of the company itself. I think the company itself is one I would recommend to others (very responsive and very helpful as well as always trying to keep up to date), however, my hesitancy lies in what the general public's understanding is of 'bwc's and the work of law enforcement itself.  Since AXON is synonymous with BWC, it would be a great benefit to law enforcement if Axon itself would partner in a way that allows the company to bring education as well as showing support for law enforcement (not necessarily taking a 'side' when hot topics come out - but to have some sort of way of showing Axon support for the work done by officers on the field - not sure how that would look like but someway that shows Axon is a partner to law enforcement in the public eyes). There is great concern, more than ever that good officers are going to become a poster child of what not to do because of one mistake that can ruin multiple lives.  The good done by officers, that are caught on Axon cameras, are not blasted all over media and there are more positive contacts than negative ones yet we only hear of the bad stories.  In regards to the Axon as a company, one thing that bothered myself and some of our colleagues was when we were going through the purchase of axon BWC's and Axon Evidence, we were advised there would be a way to view videos in any proprietary format, however, when Axon's merger/business deal did go through, we were then advised that this was still an option and there is a way  but that we would not be able to do this without further paying an additional cost (which was obviously not mentioned before because it was not an option to be had at the time).  This appeared much like a shady bait and switch as it was discussed to us that that was one of the benefits of using axon evidence to store digital evidence (future ability to view proprietary video formats) but then not having the ability to have the built in iN-Put-Ace function work to view such proprietary modes (even HEIC and HEIV which are APPLE'S native formats, which is the second most popular/largest phone company out there).  And finally, I think it would be a huge benefit to have Axon employees go on ride-alongs in different departments to better familiarize themselves with the occupation as well as the vast differences of how departments function along with the pitfalls we end users have to deal with a lot. This would also better provide understanding for reps that are working with different agencies (and those axon employees should be paid for this research and report back to Axon about what they've learned).    But I would most likely suggest Axon, however, I would also warn those who are looking around that, yes, you can buy into Axon like you would Apple - but then be prepared to be stuck in their eco-system (like Apple vs. Android).  

Another concern I have is that with the size of digital evidence growing (ie. 1TB Phones) and the speed at which we can upload evidence, I would caution the use of Axon Evidence as sometimes it takes over 24 hours to upload evidence due to network congestion and wish there was a way to have a dedicated encrypted FTP sight that was not bandwith limited to upload evidence.  

It would be also nice if Axon could further look into become a decentralized file system that would allow for faster speeds and no down time in the future.",8,2/23/2022,Product
